CMDLINE uv run ./cs336_basics/bbpe_tokenizer.py
CHLD 36952 0.000000 1773012514.9356
CHLD 61868 15.105469 1773012514.9356
MEM 0.000000 1773012515.0400
CHLD 25412 0.000000 1773012515.0452
CHLD 36952 0.000000 1773012515.0452
CHLD 61868 16.007812 1773012515.0452
MEM 0.000000 1773012515.1479
CHLD 25412 0.000000 1773012515.1531
CHLD 36952 0.000000 1773012515.1531
CHLD 61868 16.933594 1773012515.1531
MEM 0.000000 1773012515.2561
CHLD 25412 0.000000 1773012515.2613
CHLD 36952 0.000000 1773012515.2613
CHLD 61868 17.671875 1773012515.2613
MEM 0.000000 1773012515.3646
CHLD 25412 0.000000 1773012515.3698
CHLD 36952 0.000000 1773012515.3698
CHLD 61868 18.503906 1773012515.3698
MEM 0.000000 1773012515.4728
CHLD 25412 0.000000 1773012515.4789
CHLD 36952 0.000000 1773012515.4789
CHLD 61868 19.359375 1773012515.4789
MEM 0.000000 1773012515.5808
CHLD 25412 0.000000 1773012515.5869
CHLD 36952 0.000000 1773012515.5869
CHLD 61868 20.324219 1773012515.5869
MEM 0.000000 1773012515.6893
CHLD 25412 0.000000 1773012515.6944
CHLD 36952 0.000000 1773012515.6944
CHLD 61868 21.183594 1773012515.6944
MEM 0.000000 1773012515.7975
CHLD 25412 0.000000 1773012515.8027
CHLD 36952 0.000000 1773012515.8027
CHLD 61868 22.097656 1773012515.8027
MEM 0.000000 1773012515.9075
CHLD 25412 0.000000 1773012515.9127
CHLD 36952 0.000000 1773012515.9127
CHLD 61868 23.093750 1773012515.9127
MEM 0.000000 1773012516.0161
CHLD 25412 0.000000 1773012516.0229
CHLD 36952 0.000000 1773012516.0229
CHLD 61868 23.957031 1773012516.0229
MEM 0.000000 1773012516.1242
CHLD 25412 0.000000 1773012516.1324
CHLD 36952 0.000000 1773012516.1324
CHLD 61868 24.816406 1773012516.1324
MEM 0.000000 1773012516.2331
CHLD 25412 0.000000 1773012516.2368
CHLD 36952 0.000000 1773012516.2368
CHLD 61868 25.628906 1773012516.2368
MEM 0.000000 1773012516.3420
CHLD 25412 0.000000 1773012516.3481
CHLD 36952 0.000000 1773012516.3481
CHLD 61868 26.371094 1773012516.3481
MEM 0.000000 1773012516.4503
CHLD 25412 0.000000 1773012516.4554
CHLD 36952 0.000000 1773012516.4554
CHLD 61868 27.195312 1773012516.4554
MEM 0.000000 1773012516.5603
CHLD 25412 0.000000 1773012516.5644
CHLD 36952 0.000000 1773012516.5644
CHLD 61868 27.937500 1773012516.5644
MEM 0.000000 1773012516.6681
CHLD 25412 0.000000 1773012516.6746
CHLD 36952 0.000000 1773012516.6746
CHLD 61868 28.824219 1773012516.6746
MEM 0.000000 1773012516.7758
CHLD 25412 0.000000 1773012516.7794
CHLD 36952 0.000000 1773012516.7794
CHLD 61868 29.652344 1773012516.7794
MEM 0.000000 1773012516.8837
CHLD 25412 0.000000 1773012516.8889
CHLD 36952 0.000000 1773012516.8889
CHLD 61868 30.503906 1773012516.8889
MEM 0.000000 1773012516.9917
CHLD 25412 0.000000 1773012516.9947
CHLD 36952 0.000000 1773012516.9947
CHLD 61868 31.316406 1773012516.9947
MEM 0.000000 1773012517.0995
CHLD 25412 0.000000 1773012517.1040
CHLD 36952 0.000000 1773012517.1040
CHLD 61868 32.144531 1773012517.1040
MEM 0.000000 1773012517.2076
CHLD 25412 0.000000 1773012517.2117
CHLD 36952 0.000000 1773012517.2117
CHLD 61868 32.914062 1773012517.2117
MEM 0.000000 1773012517.3157
CHLD 25412 0.000000 1773012517.3210
CHLD 36952 0.000000 1773012517.3210
CHLD 61868 33.812500 1773012517.3210
MEM 0.000000 1773012517.4254
CHLD 25412 0.000000 1773012517.4301
CHLD 36952 0.000000 1773012517.4301
CHLD 61868 34.656250 1773012517.4301
MEM 0.000000 1773012517.5335
CHLD 25412 0.000000 1773012517.5387
CHLD 36952 0.000000 1773012517.5387
CHLD 61868 35.414062 1773012517.5387
MEM 0.000000 1773012517.6417
CHLD 25412 0.000000 1773012517.6468
CHLD 36952 0.000000 1773012517.6468
CHLD 61868 36.253906 1773012517.6468
MEM 0.000000 1773012517.7509
CHLD 25412 0.000000 1773012517.7560
CHLD 36952 0.000000 1773012517.7560
CHLD 61868 37.054688 1773012517.7560
MEM 0.000000 1773012517.8593
CHLD 25412 0.000000 1773012517.8657
CHLD 36952 0.000000 1773012517.8657
CHLD 61868 37.792969 1773012517.8657
MEM 0.000000 1773012517.9673
CHLD 25412 0.000000 1773012517.9765
CHLD 36952 0.000000 1773012517.9765
CHLD 61868 38.593750 1773012517.9765
MEM 0.000000 1773012518.0769
CHLD 25412 0.000000 1773012518.0804
CHLD 36952 0.000000 1773012518.0804
CHLD 61868 39.355469 1773012518.0804
MEM 0.000000 1773012518.1849
CHLD 25412 0.000000 1773012518.1901
CHLD 36952 0.000000 1773012518.1901
CHLD 61868 40.164062 1773012518.1901
MEM 0.000000 1773012518.2945
CHLD 25412 0.000000 1773012518.2995
CHLD 36952 0.000000 1773012518.2995
CHLD 61868 40.765625 1773012518.2995
MEM 0.000000 1773012518.4041
CHLD 25412 0.000000 1773012518.4103
CHLD 36952 0.000000 1773012518.4103
CHLD 61868 41.519531 1773012518.4103
MEM 0.000000 1773012518.5118
CHLD 25412 0.000000 1773012518.5145
CHLD 36952 0.000000 1773012518.5196
CHLD 61868 42.269531 1773012518.5196
MEM 0.000000 1773012518.6198
CHLD 25412 0.000000 1773012518.6249
CHLD 36952 0.000000 1773012518.6249
CHLD 61868 43.121094 1773012518.6249
MEM 0.000000 1773012518.7289
CHLD 25412 0.000000 1773012518.7342
CHLD 36952 0.000000 1773012518.7342
CHLD 61868 44.015625 1773012518.7342
MEM 0.000000 1773012518.8372
CHLD 25412 0.000000 1773012518.8443
CHLD 36952 0.000000 1773012518.8443
CHLD 61868 44.878906 1773012518.8443
MEM 0.000000 1773012518.9456
CHLD 25412 0.000000 1773012518.9519
CHLD 36952 0.000000 1773012518.9519
CHLD 61868 45.718750 1773012518.9519
MEM 0.000000 1773012519.0567
CHLD 25412 0.000000 1773012519.0646
CHLD 36952 0.000000 1773012519.0646
CHLD 61868 46.539062 1773012519.0646
MEM 0.000000 1773012519.1661
CHLD 25412 0.000000 1773012519.1751
CHLD 36952 0.000000 1773012519.1751
CHLD 61868 47.359375 1773012519.1751
MEM 0.000000 1773012519.2769
CHLD 25412 0.000000 1773012519.2819
CHLD 36952 0.000000 1773012519.2819
CHLD 61868 48.160156 1773012519.2819
MEM 0.000000 1773012519.3864
CHLD 25412 0.000000 1773012519.3915
CHLD 36952 0.000000 1773012519.3915
CHLD 61868 49.000000 1773012519.3915
MEM 0.000000 1773012519.4958
CHLD 25412 0.000000 1773012519.5000
CHLD 36952 0.000000 1773012519.5000
CHLD 61868 49.847656 1773012519.5000
MEM 0.000000 1773012519.6035
CHLD 25412 0.000000 1773012519.6097
CHLD 36952 0.000000 1773012519.6097
CHLD 61868 50.738281 1773012519.6097
MEM 0.000000 1773012519.7115
CHLD 25412 0.000000 1773012519.7167
CHLD 36952 0.000000 1773012519.7167
CHLD 61868 51.585938 1773012519.7167
MEM 0.000000 1773012519.8202
CHLD 25412 0.000000 1773012519.8253
CHLD 36952 0.000000 1773012519.8253
CHLD 61868 52.460938 1773012519.8253
MEM 0.000000 1773012519.9293
CHLD 25412 0.000000 1773012519.9311
CHLD 36952 0.000000 1773012519.9311
CHLD 61868 53.355469 1773012519.9311
MEM 0.000000 1773012520.0366
CHLD 25412 0.000000 1773012520.0431
CHLD 36952 0.000000 1773012520.0431
CHLD 61868 54.214844 1773012520.0431
MEM 0.000000 1773012520.1472
CHLD 25412 0.000000 1773012520.1555
CHLD 36952 0.000000 1773012520.1555
CHLD 61868 55.023438 1773012520.1555
MEM 0.000000 1773012520.2563
CHLD 25412 0.000000 1773012520.2614
CHLD 36952 0.000000 1773012520.2614
CHLD 61868 55.898438 1773012520.2614
MEM 0.000000 1773012520.3648
CHLD 25412 0.000000 1773012520.3713
CHLD 36952 0.000000 1773012520.3713
CHLD 61868 56.820312 1773012520.3713
MEM 0.000000 1773012520.4733
CHLD 25412 0.000000 1773012520.4803
CHLD 36952 0.000000 1773012520.4803
CHLD 61868 57.761719 1773012520.4803
MEM 0.000000 1773012520.5812
CHLD 25412 0.000000 1773012520.5877
CHLD 36952 0.000000 1773012520.5877
CHLD 61868 58.644531 1773012520.5877
MEM 0.000000 1773012520.6900
CHLD 25412 0.000000 1773012520.6970
CHLD 36952 0.000000 1773012520.6970
CHLD 61868 59.621094 1773012520.6970
MEM 0.000000 1773012520.7979
CHLD 25412 0.000000 1773012520.8070
CHLD 36952 0.000000 1773012520.8070
CHLD 61868 60.554688 1773012520.8070
MEM 0.000000 1773012520.9082
CHLD 25412 0.000000 1773012520.9134
CHLD 36952 0.000000 1773012520.9134
CHLD 61868 61.484375 1773012520.9134
MEM 0.000000 1773012521.0179
CHLD 25412 0.000000 1773012521.0226
CHLD 36952 0.000000 1773012521.0226
CHLD 61868 62.507812 1773012521.0226
MEM 0.000000 1773012521.1258
CHLD 25412 0.000000 1773012521.1322
CHLD 36952 0.000000 1773012521.1322
CHLD 61868 63.476562 1773012521.1322
MEM 0.000000 1773012521.2339
CHLD 25412 0.000000 1773012521.2422
CHLD 36952 0.000000 1773012521.2422
CHLD 61868 64.445312 1773012521.2422
MEM 0.000000 1773012521.3433
CHLD 25412 0.000000 1773012521.3503
CHLD 36952 0.000000 1773012521.3503
CHLD 61868 65.359375 1773012521.3503
MEM 0.000000 1773012521.4511
CHLD 25412 0.000000 1773012521.4583
CHLD 36952 0.000000 1773012521.4583
CHLD 61868 66.292969 1773012521.4583
MEM 0.000000 1773012521.5605
CHLD 25412 0.000000 1773012521.5673
CHLD 36952 0.000000 1773012521.5673
CHLD 61868 67.332031 1773012521.5673
MEM 0.000000 1773012521.6688
CHLD 25412 0.000000 1773012521.6760
CHLD 36952 0.000000 1773012521.6760
CHLD 61868 68.328125 1773012521.6760
MEM 0.000000 1773012521.7775
CHLD 25412 0.000000 1773012521.7795
CHLD 36952 0.000000 1773012521.7795
CHLD 61868 69.277344 1773012521.7795
MEM 0.000000 1773012521.8850
CHLD 25412 0.000000 1773012521.8910
CHLD 36952 0.000000 1773012521.8910
CHLD 61868 70.230469 1773012521.8910
MEM 0.000000 1773012521.9914
CHLD 25412 0.000000 1773012521.9991
CHLD 36952 0.000000 1773012521.9991
CHLD 61868 71.214844 1773012521.9991
MEM 0.000000 1773012522.0995
CHLD 25412 0.000000 1773012522.1053
CHLD 36952 0.000000 1773012522.1053
CHLD 61868 72.121094 1773012522.1053
MEM 0.000000 1773012522.2075
CHLD 25412 0.000000 1773012522.2110
CHLD 36952 0.000000 1773012522.2110
CHLD 61868 73.085938 1773012522.2110
MEM 0.000000 1773012522.3156
CHLD 25412 0.000000 1773012522.3210
CHLD 36952 0.000000 1773012522.3210
CHLD 61868 73.996094 1773012522.3210
MEM 0.000000 1773012522.4239
CHLD 25412 0.000000 1773012522.4313
CHLD 36952 0.000000 1773012522.4313
CHLD 61868 74.933594 1773012522.4313
MEM 0.000000 1773012522.5321
CHLD 25412 0.000000 1773012522.5352
CHLD 36952 0.000000 1773012522.5352
CHLD 61868 75.953125 1773012522.5352
MEM 0.000000 1773012522.6399
CHLD 25412 0.000000 1773012522.6466
CHLD 36952 0.000000 1773012522.6466
CHLD 61868 76.910156 1773012522.6466
MEM 0.000000 1773012522.7482
CHLD 25412 0.000000 1773012522.7520
CHLD 36952 0.000000 1773012522.7520
CHLD 61868 77.789062 1773012522.7520
MEM 0.000000 1773012522.8567
CHLD 25412 0.000000 1773012522.8639
CHLD 36952 0.000000 1773012522.8639
CHLD 61868 78.660156 1773012522.8639
MEM 0.000000 1773012522.9646
CHLD 25412 0.000000 1773012522.9680
CHLD 36952 0.000000 1773012522.9680
CHLD 61868 79.644531 1773012522.9680
MEM 0.000000 1773012523.0726
CHLD 25412 0.000000 1773012523.0780
CHLD 36952 0.000000 1773012523.0780
CHLD 61868 80.500000 1773012523.0780
MEM 0.000000 1773012523.1802
CHLD 25412 0.000000 1773012523.1874
CHLD 36952 0.000000 1773012523.1874
CHLD 61868 81.421875 1773012523.1874
MEM 0.000000 1773012523.2881
CHLD 25412 0.000000 1773012523.2910
CHLD 36952 0.000000 1773012523.2910
CHLD 61868 82.417969 1773012523.2910
MEM 0.000000 1773012523.3960
CHLD 25412 0.000000 1773012523.4030
CHLD 36952 0.000000 1773012523.4030
CHLD 61868 83.363281 1773012523.4030
MEM 0.000000 1773012523.5033
CHLD 25412 0.000000 1773012523.5084
CHLD 36952 0.000000 1773012523.5084
CHLD 61868 84.273438 1773012523.5084
MEM 0.000000 1773012523.6111
CHLD 25412 0.000000 1773012523.6180
CHLD 36952 0.000000 1773012523.6180
CHLD 61868 85.187500 1773012523.6180
MEM 0.000000 1773012523.7190
CHLD 25412 0.000000 1773012523.7263
CHLD 36952 0.000000 1773012523.7263
CHLD 61868 86.132812 1773012523.7263
MEM 0.000000 1773012523.8279
CHLD 25412 0.000000 1773012523.8349
CHLD 36952 0.000000 1773012523.8349
CHLD 61868 87.089844 1773012523.8349
MEM 0.000000 1773012523.9357
CHLD 25412 0.000000 1773012523.9409
CHLD 36952 0.000000 1773012523.9409
CHLD 61868 88.046875 1773012523.9409
MEM 0.000000 1773012524.0437
CHLD 25412 0.000000 1773012524.0501
CHLD 36952 0.000000 1773012524.0501
CHLD 61868 89.031250 1773012524.0501
MEM 0.000000 1773012524.1520
CHLD 25412 0.000000 1773012524.1575
CHLD 36952 0.000000 1773012524.1575
CHLD 61868 89.996094 1773012524.1575
MEM 0.000000 1773012524.2595
CHLD 25412 0.000000 1773012524.2665
CHLD 36952 0.000000 1773012524.2665
CHLD 61868 90.902344 1773012524.2665
MEM 0.000000 1773012524.3674
CHLD 25412 0.000000 1773012524.3741
CHLD 36952 0.000000 1773012524.3741
CHLD 61868 91.804688 1773012524.3741
MEM 0.000000 1773012524.4755
CHLD 25412 0.000000 1773012524.4825
CHLD 36952 0.000000 1773012524.4825
CHLD 61868 92.839844 1773012524.4825
MEM 0.000000 1773012524.5834
CHLD 25412 0.000000 1773012524.5884
CHLD 36952 0.000000 1773012524.5884
CHLD 61868 93.769531 1773012524.5884
MEM 0.000000 1773012524.6912
CHLD 25412 0.000000 1773012524.6972
CHLD 36952 0.000000 1773012524.6972
CHLD 61868 94.734375 1773012524.6972
MEM 0.000000 1773012524.7992
CHLD 25412 0.000000 1773012524.8063
CHLD 36952 0.000000 1773012524.8063
CHLD 61868 95.699219 1773012524.8063
MEM 0.000000 1773012524.9079
CHLD 25412 0.000000 1773012524.9149
CHLD 36952 0.000000 1773012524.9149
CHLD 61868 96.664062 1773012524.9149
MEM 0.000000 1773012525.0160
CHLD 25412 0.000000 1773012525.0227
CHLD 36952 0.000000 1773012525.0227
CHLD 61868 97.628906 1773012525.0227
MEM 0.000000 1773012525.1242
CHLD 25412 0.000000 1773012525.1302
CHLD 36952 0.000000 1773012525.1302
CHLD 61868 98.496094 1773012525.1302
MEM 0.000000 1773012525.2319
CHLD 25412 0.000000 1773012525.2373
CHLD 36952 0.000000 1773012525.2373
CHLD 61868 99.472656 1773012525.2373
MEM 0.000000 1773012525.3402
CHLD 25412 0.000000 1773012525.3462
CHLD 36952 0.000000 1773012525.3462
CHLD 61868 100.417969 1773012525.3462
MEM 0.000000 1773012525.4481
CHLD 25412 0.000000 1773012525.4555
CHLD 36952 0.000000 1773012525.4555
CHLD 61868 101.269531 1773012525.4555
MEM 0.000000 1773012525.5565
CHLD 25412 0.000000 1773012525.5592
CHLD 36952 0.000000 1773012525.5592
CHLD 61868 102.140625 1773012525.5592
MEM 0.000000 1773012525.6647
CHLD 25412 0.000000 1773012525.6727
CHLD 36952 0.000000 1773012525.6727
CHLD 61868 102.988281 1773012525.6727
MEM 0.000000 1773012525.7750
CHLD 25412 0.000000 1773012525.7809
CHLD 36952 0.000000 1773012525.7809
CHLD 61868 103.910156 1773012525.7809
MEM 0.000000 1773012525.8830
CHLD 25412 0.000000 1773012525.8895
CHLD 36952 0.000000 1773012525.8895
CHLD 61868 104.781250 1773012525.8895
MEM 0.000000 1773012525.9914
CHLD 25412 0.000000 1773012525.9974
CHLD 36952 0.000000 1773012525.9974
CHLD 61868 105.625000 1773012525.9974
MEM 0.000000 1773012526.1007
CHLD 25412 0.000000 1773012526.1088
CHLD 36952 0.000000 1773012526.1088
CHLD 61868 106.386719 1773012526.1088
MEM 0.000000 1773012526.2097
CHLD 25412 0.000000 1773012526.2166
CHLD 36952 0.000000 1773012526.2166
CHLD 61868 107.230469 1773012526.2166
MEM 0.000000 1773012526.3178
CHLD 25412 0.000000 1773012526.3255
CHLD 36952 0.000000 1773012526.3255
CHLD 61868 108.078125 1773012526.3255
MEM 0.000000 1773012526.4265
CHLD 25412 0.000000 1773012526.4319
CHLD 36952 0.000000 1773012526.4319
CHLD 61868 108.925781 1773012526.4319
MEM 0.000000 1773012526.5344
CHLD 25412 0.000000 1773012526.5396
CHLD 36952 0.000000 1773012526.5396
CHLD 61868 109.871094 1773012526.5396
MEM 0.000000 1773012526.6423
CHLD 25412 0.000000 1773012526.6489
CHLD 36952 0.000000 1773012526.6489
CHLD 61868 110.808594 1773012526.6489
MEM 0.000000 1773012526.7505
CHLD 25412 0.000000 1773012526.7583
CHLD 36952 0.000000 1773012526.7583
CHLD 61868 111.765625 1773012526.7583
MEM 0.000000 1773012526.8586
CHLD 25412 0.000000 1773012526.8626
CHLD 36952 0.000000 1773012526.8626
CHLD 61868 112.746094 1773012526.8626
MEM 0.000000 1773012526.9663
CHLD 25412 0.000000 1773012526.9741
CHLD 36952 0.000000 1773012526.9741
CHLD 61868 113.652344 1773012526.9741
MEM 0.000000 1773012527.0745
CHLD 25412 0.000000 1773012527.0804
CHLD 36952 0.000000 1773012527.0804
CHLD 61868 114.613281 1773012527.0804
MEM 0.000000 1773012527.1821
CHLD 25412 0.000000 1773012527.1850
CHLD 36952 0.000000 1773012527.1850
CHLD 61868 115.589844 1773012527.1850
MEM 0.000000 1773012527.2899
CHLD 25412 0.000000 1773012527.2939
CHLD 36952 0.000000 1773012527.2939
CHLD 61868 116.496094 1773012527.2939
MEM 0.000000 1773012527.3976
CHLD 25412 0.000000 1773012527.4028
CHLD 36952 0.000000 1773012527.4028
CHLD 61868 117.359375 1773012527.4028
MEM 0.000000 1773012527.5079
CHLD 25412 0.000000 1773012527.5118
CHLD 36952 0.000000 1773012527.5118
CHLD 61868 118.328125 1773012527.5118
MEM 0.000000 1773012527.6153
CHLD 25412 0.000000 1773012527.6219
CHLD 36952 0.000000 1773012527.6219
CHLD 61868 119.250000 1773012527.6219
MEM 0.000000 1773012527.7229
CHLD 25412 0.000000 1773012527.7299
CHLD 36952 0.000000 1773012527.7299
CHLD 61868 120.183594 1773012527.7299
MEM 0.000000 1773012527.8306
CHLD 25412 0.000000 1773012527.8374
CHLD 36952 0.000000 1773012527.8374
CHLD 61868 121.132812 1773012527.8374
MEM 0.000000 1773012527.9383
CHLD 25412 0.000000 1773012527.9411
CHLD 36952 0.000000 1773012527.9411
CHLD 61868 121.972656 1773012527.9411
MEM 0.000000 1773012528.0460
CHLD 25412 0.000000 1773012528.0520
CHLD 36952 0.000000 1773012528.0520
CHLD 61868 122.968750 1773012528.0520
MEM 0.000000 1773012528.1541
CHLD 25412 0.000000 1773012528.1586
CHLD 36952 0.000000 1773012528.1586
CHLD 61868 123.941406 1773012528.1586
MEM 0.000000 1773012528.2615
CHLD 25412 0.000000 1773012528.2684
CHLD 36952 0.000000 1773012528.2684
CHLD 61868 124.800781 1773012528.2684
MEM 0.000000 1773012528.3693
CHLD 25412 0.000000 1773012528.3763
CHLD 36952 0.000000 1773012528.3763
CHLD 61868 125.683594 1773012528.3763
MEM 0.000000 1773012528.4771
CHLD 25412 0.000000 1773012528.4829
CHLD 36952 0.000000 1773012528.4829
CHLD 61868 126.593750 1773012528.4829
MEM 0.000000 1773012528.5857
CHLD 25412 0.000000 1773012528.5935
CHLD 36952 0.000000 1773012528.5935
CHLD 61868 127.507812 1773012528.5935
MEM 0.000000 1773012528.6941
CHLD 25412 0.000000 1773012528.6995
CHLD 36952 0.000000 1773012528.6995
CHLD 61868 128.367188 1773012528.6995
MEM 0.000000 1773012528.8018
CHLD 25412 0.000000 1773012528.8090
CHLD 36952 0.000000 1773012528.8090
CHLD 61868 129.191406 1773012528.8090
MEM 0.000000 1773012528.9093
CHLD 25412 0.000000 1773012528.9164
CHLD 36952 0.000000 1773012528.9164
CHLD 61868 130.089844 1773012528.9164
MEM 0.000000 1773012529.0174
CHLD 25412 0.000000 1773012529.0223
CHLD 36952 0.000000 1773012529.0223
CHLD 61868 130.964844 1773012529.0223
MEM 0.000000 1773012529.1257
CHLD 25412 0.000000 1773012529.1294
CHLD 36952 0.000000 1773012529.1294
CHLD 61868 131.886719 1773012529.1294
MEM 0.000000 1773012529.2332
CHLD 25412 0.000000 1773012529.2420
CHLD 36952 0.000000 1773012529.2420
CHLD 61868 132.757812 1773012529.2420
MEM 0.000000 1773012529.3428
CHLD 25412 0.000000 1773012529.3520
CHLD 36952 0.000000 1773012529.3520
CHLD 61868 133.542969 1773012529.3520
MEM 0.000000 1773012529.4536
CHLD 25412 0.000000 1773012529.4584
CHLD 36952 0.000000 1773012529.4584
CHLD 61868 134.464844 1773012529.4584
MEM 0.000000 1773012529.5628
CHLD 25412 0.000000 1773012529.5700
CHLD 36952 0.000000 1773012529.5700
CHLD 61868 135.351562 1773012529.5700
MEM 0.000000 1773012529.6705
CHLD 25412 0.000000 1773012529.6760
CHLD 36952 0.000000 1773012529.6760
CHLD 61868 136.253906 1773012529.6760
MEM 0.000000 1773012529.7785
CHLD 25412 0.000000 1773012529.7853
CHLD 36952 0.000000 1773012529.7853
CHLD 61868 137.113281 1773012529.7853
MEM 0.000000 1773012529.8864
CHLD 25412 0.000000 1773012529.8906
CHLD 36952 0.000000 1773012529.8906
CHLD 61868 138.121094 1773012529.8906
MEM 0.000000 1773012529.9957
CHLD 25412 0.000000 1773012530.0052
CHLD 36952 0.000000 1773012530.0052
CHLD 61868 138.980469 1773012530.0052
MEM 0.000000 1773012530.1056
CHLD 25412 0.000000 1773012530.1144
CHLD 36952 0.000000 1773012530.1144
CHLD 61868 139.886719 1773012530.1144
MEM 0.000000 1773012530.2152
CHLD 25412 0.000000 1773012530.2208
CHLD 36952 0.000000 1773012530.2208
CHLD 61868 140.730469 1773012530.2208
MEM 0.000000 1773012530.3230
CHLD 25412 0.000000 1773012530.3307
CHLD 36952 0.000000 1773012530.3307
CHLD 61868 141.636719 1773012530.3307
MEM 0.000000 1773012530.4313
CHLD 25412 0.000000 1773012530.4373
CHLD 36952 0.000000 1773012530.4373
CHLD 61868 142.554688 1773012530.4373
MEM 0.000000 1773012530.5400
CHLD 25412 0.000000 1773012530.5471
CHLD 36952 0.000000 1773012530.5471
CHLD 61868 143.558594 1773012530.5471
MEM 0.000000 1773012530.6478
CHLD 25412 0.000000 1773012530.6548
CHLD 36952 0.000000 1773012530.6548
CHLD 61868 144.476562 1773012530.6548
MEM 0.000000 1773012530.7556
CHLD 25412 0.000000 1773012530.7607
CHLD 36952 0.000000 1773012530.7607
CHLD 61868 145.449219 1773012530.7607
MEM 0.000000 1773012530.8635
CHLD 25412 0.000000 1773012530.8703
CHLD 36952 0.000000 1773012530.8703
CHLD 61868 146.359375 1773012530.8703
MEM 0.000000 1773012530.9714
CHLD 25412 0.000000 1773012530.9771
CHLD 36952 0.000000 1773012530.9771
CHLD 61868 147.367188 1773012530.9771
MEM 0.000000 1773012531.0791
CHLD 25412 0.000000 1773012531.0851
CHLD 36952 0.000000 1773012531.0851
CHLD 61868 148.312500 1773012531.0851
MEM 0.000000 1773012531.1871
CHLD 25412 0.000000 1773012531.1941
CHLD 36952 0.000000 1773012531.1941
CHLD 61868 149.250000 1773012531.1941
MEM 0.000000 1773012531.2956
CHLD 25412 0.000000 1773012531.3011
CHLD 36952 0.000000 1773012531.3011
CHLD 61868 150.203125 1773012531.3011
MEM 0.000000 1773012531.4037
CHLD 25412 0.000000 1773012531.4107
CHLD 36952 0.000000 1773012531.4107
CHLD 61868 151.109375 1773012531.4107
MEM 0.000000 1773012531.5115
CHLD 25412 0.000000 1773012531.5175
CHLD 36952 0.000000 1773012531.5175
CHLD 61868 152.113281 1773012531.5175
MEM 0.000000 1773012531.6196
CHLD 25412 0.000000 1773012531.6232
CHLD 36952 0.000000 1773012531.6232
CHLD 61868 153.070312 1773012531.6232
MEM 0.000000 1773012531.7277
CHLD 25412 0.000000 1773012531.7347
CHLD 36952 0.000000 1773012531.7347
CHLD 61868 153.960938 1773012531.7347
MEM 0.000000 1773012531.8352
CHLD 25412 0.000000 1773012531.8417
CHLD 36952 0.000000 1773012531.8417
CHLD 61868 154.933594 1773012531.8417
MEM 0.000000 1773012531.9436
CHLD 25412 0.000000 1773012531.9496
CHLD 36952 0.000000 1773012531.9496
CHLD 61868 155.851562 1773012531.9496
MEM 0.000000 1773012532.0515
CHLD 25412 0.000000 1773012532.0572
CHLD 36952 0.000000 1773012532.0572
CHLD 61868 156.753906 1773012532.0572
MEM 0.000000 1773012532.1594
CHLD 25412 0.000000 1773012532.1665
CHLD 36952 0.000000 1773012532.1665
CHLD 61868 157.687500 1773012532.1665
MEM 0.000000 1773012532.2678
CHLD 25412 0.000000 1773012532.2733
CHLD 36952 0.000000 1773012532.2733
CHLD 61868 158.636719 1773012532.2733
MEM 0.000000 1773012532.3766
CHLD 25412 0.000000 1773012532.3837
CHLD 36952 0.000000 1773012532.3837
CHLD 61868 159.484375 1773012532.3837
MEM 0.000000 1773012532.4843
CHLD 25412 0.000000 1773012532.4893
CHLD 36952 0.000000 1773012532.4893
CHLD 61868 160.421875 1773012532.4893
MEM 0.000000 1773012532.5942
CHLD 25412 0.000000 1773012532.6010
CHLD 36952 0.000000 1773012532.6010
CHLD 61868 161.371094 1773012532.6010
MEM 0.000000 1773012532.7020
CHLD 25412 0.000000 1773012532.7077
CHLD 36952 0.000000 1773012532.7077
CHLD 61868 162.328125 1773012532.7077
MEM 0.000000 1773012532.8087
CHLD 25412 0.000000 1773012532.8158
CHLD 36952 0.000000 1773012532.8158
CHLD 61868 163.351562 1773012532.8158
MEM 0.000000 1773012532.9163
CHLD 25412 0.000000 1773012532.9205
CHLD 36952 0.000000 1773012532.9205
CHLD 61868 164.269531 1773012532.9205
MEM 0.000000 1773012533.0249
CHLD 25412 0.000000 1773012533.0319
CHLD 36952 0.000000 1773012533.0319
CHLD 61868 165.191406 1773012533.0319
MEM 0.000000 1773012533.1327
CHLD 25412 0.000000 1773012533.1372
CHLD 36952 0.000000 1773012533.1372
CHLD 61868 166.136719 1773012533.1372
MEM 0.000000 1773012533.2408
CHLD 25412 0.000000 1773012533.2468
CHLD 36952 0.000000 1773012533.2468
CHLD 61868 167.011719 1773012533.2468
MEM 0.000000 1773012533.3487
CHLD 25412 0.000000 1773012533.3542
CHLD 36952 0.000000 1773012533.3542
CHLD 61868 167.984375 1773012533.3542
MEM 0.000000 1773012533.4568
CHLD 25412 0.000000 1773012533.4633
CHLD 36952 0.000000 1773012533.4633
CHLD 61868 168.863281 1773012533.4633
MEM 0.000000 1773012533.5647
CHLD 25412 0.000000 1773012533.5705
CHLD 36952 0.000000 1773012533.5705
CHLD 61868 169.812500 1773012533.5705
MEM 0.000000 1773012533.6740
CHLD 25412 0.000000 1773012533.6800
CHLD 36952 0.000000 1773012533.6800
CHLD 61868 170.765625 1773012533.6800
MEM 0.000000 1773012533.7820
CHLD 25412 0.000000 1773012533.7893
CHLD 36952 0.000000 1773012533.7893
CHLD 61868 171.695312 1773012533.7893
