CMDLINE uv run ./cs336_basics/bbpe_tokenizer.py
CHLD 36952 0.015625 1773012686.6310
CHLD 61868 949.589844 1773012686.6310
MEM 0.011719 1773012686.7315
CHLD 25412 0.015625 1773012686.7352
CHLD 36952 0.015625 1773012686.7352
CHLD 61868 950.507812 1773012686.7352
MEM 0.011719 1773012686.8390
CHLD 25412 0.015625 1773012686.8460
CHLD 36952 0.015625 1773012686.8460
CHLD 61868 951.476562 1773012686.8460
MEM 0.011719 1773012686.9466
CHLD 25412 0.015625 1773012686.9501
CHLD 36952 0.015625 1773012686.9501
CHLD 61868 952.476562 1773012686.9501
MEM 0.011719 1773012687.0541
CHLD 25412 0.015625 1773012687.0626
CHLD 36952 0.015625 1773012687.0626
CHLD 61868 953.386719 1773012687.0626
MEM 0.011719 1773012687.1630
CHLD 25412 0.015625 1773012687.1697
CHLD 36952 0.015625 1773012687.1697
CHLD 61868 954.289062 1773012687.1697
MEM 0.011719 1773012687.2705
CHLD 25412 0.015625 1773012687.2747
CHLD 36952 0.015625 1773012687.2747
CHLD 61868 955.312500 1773012687.2747
MEM 0.011719 1773012687.3781
CHLD 25412 0.015625 1773012687.3833
CHLD 36952 0.015625 1773012687.3833
CHLD 61868 956.199219 1773012687.3833
MEM 0.011719 1773012687.4857
CHLD 25412 0.015625 1773012687.4925
CHLD 36952 0.015625 1773012687.4925
CHLD 61868 957.199219 1773012687.4925
MEM 0.011719 1773012687.5933
CHLD 25412 0.015625 1773012687.5968
CHLD 36952 0.015625 1773012687.5968
CHLD 61868 958.175781 1773012687.5968
MEM 0.011719 1773012687.7020
CHLD 25412 0.015625 1773012687.7092
CHLD 36952 0.015625 1773012687.7092
CHLD 61868 959.058594 1773012687.7092
MEM 0.011719 1773012687.8112
CHLD 25412 0.015625 1773012687.8182
CHLD 36952 0.015625 1773012687.8182
CHLD 61868 960.074219 1773012687.8182
MEM 0.011719 1773012687.9185
CHLD 25412 0.015625 1773012687.9257
CHLD 36952 0.015625 1773012687.9257
CHLD 61868 961.035156 1773012687.9257
MEM 0.011719 1773012688.0283
CHLD 25412 0.015625 1773012688.0346
CHLD 36952 0.015625 1773012688.0346
CHLD 61868 962.031250 1773012688.0346
MEM 0.011719 1773012688.1387
CHLD 25412 0.015625 1773012688.1457
CHLD 36952 0.015625 1773012688.1457
CHLD 61868 962.992188 1773012688.1457
MEM 0.011719 1773012688.2479
CHLD 25412 0.015625 1773012688.2506
CHLD 36952 0.015625 1773012688.2506
CHLD 61868 963.945312 1773012688.2506
MEM 0.011719 1773012688.3554
CHLD 25412 0.015625 1773012688.3624
CHLD 36952 0.015625 1773012688.3624
CHLD 61868 964.925781 1773012688.3624
MEM 0.011719 1773012688.4630
CHLD 25412 0.015625 1773012688.4673
CHLD 36952 0.015625 1773012688.4673
CHLD 61868 965.941406 1773012688.4673
MEM 0.011719 1773012688.5718
CHLD 25412 0.015625 1773012688.5776
CHLD 36952 0.015625 1773012688.5776
CHLD 61868 966.945312 1773012688.5776
MEM 0.011719 1773012688.6792
CHLD 25412 0.015625 1773012688.6848
CHLD 36952 0.015625 1773012688.6848
CHLD 61868 967.933594 1773012688.6848
MEM 0.011719 1773012688.7875
CHLD 25412 0.015625 1773012688.7909
CHLD 36952 0.015625 1773012688.7909
CHLD 61868 968.773438 1773012688.7909
MEM 0.011719 1773012688.8955
CHLD 25412 0.015625 1773012688.9004
CHLD 36952 0.015625 1773012688.9004
CHLD 61868 969.726562 1773012688.9004
MEM 0.011719 1773012689.0034
CHLD 25412 0.015625 1773012689.0104
CHLD 36952 0.015625 1773012689.0104
CHLD 61868 970.796875 1773012689.0104
MEM 0.011719 1773012689.1117
CHLD 25412 0.015625 1773012689.1188
CHLD 36952 0.015625 1773012689.1188
CHLD 61868 971.832031 1773012689.1188
MEM 0.011719 1773012689.2207
CHLD 25412 0.015625 1773012689.2264
CHLD 36952 0.015625 1773012689.2264
CHLD 61868 972.804688 1773012689.2264
MEM 0.011719 1773012689.3283
CHLD 25412 0.015625 1773012689.3327
CHLD 36952 0.015625 1773012689.3327
CHLD 61868 973.753906 1773012689.3327
MEM 0.011719 1773012689.4370
CHLD 25412 0.015625 1773012689.4457
CHLD 36952 0.015625 1773012689.4457
CHLD 61868 974.765625 1773012689.4457
MEM 0.011719 1773012689.5463
CHLD 25412 0.015625 1773012689.5533
CHLD 36952 0.015625 1773012689.5533
CHLD 61868 975.765625 1773012689.5533
MEM 0.011719 1773012689.6540
CHLD 25412 0.015625 1773012689.6590
CHLD 36952 0.015625 1773012689.6590
CHLD 61868 976.750000 1773012689.6590
MEM 0.011719 1773012689.7621
CHLD 25412 0.015625 1773012689.7672
CHLD 36952 0.015625 1773012689.7672
CHLD 61868 977.734375 1773012689.7672
MEM 0.011719 1773012689.8700
CHLD 25412 0.015625 1773012689.8800
CHLD 36952 0.015625 1773012689.8800
CHLD 61868 978.730469 1773012689.8800
MEM 0.011719 1773012689.9806
CHLD 25412 0.015625 1773012689.9866
CHLD 36952 0.015625 1773012689.9866
CHLD 61868 979.707031 1773012689.9866
MEM 0.011719 1773012690.0888
CHLD 25412 0.015625 1773012690.0939
CHLD 36952 0.015625 1773012690.0939
CHLD 61868 980.718750 1773012690.0939
MEM 0.011719 1773012690.1970
CHLD 25412 0.015625 1773012690.2031
CHLD 36952 0.015625 1773012690.2031
CHLD 61868 981.574219 1773012690.2031
MEM 0.011719 1773012690.3052
CHLD 25412 0.015625 1773012690.3113
CHLD 36952 0.015625 1773012690.3113
CHLD 61868 982.609375 1773012690.3113
MEM 0.011719 1773012690.4135
CHLD 25412 0.015625 1773012690.4205
CHLD 36952 0.015625 1773012690.4205
CHLD 61868 983.589844 1773012690.4205
MEM 0.011719 1773012690.5218
CHLD 25412 0.015625 1773012690.5270
CHLD 36952 0.015625 1773012690.5270
CHLD 61868 984.566406 1773012690.5270
MEM 0.011719 1773012690.6300
CHLD 25412 0.015625 1773012690.6339
CHLD 36952 0.015625 1773012690.6339
CHLD 61868 985.566406 1773012690.6339
MEM 0.011719 1773012690.7390
CHLD 25412 0.015625 1773012690.7434
CHLD 36952 0.015625 1773012690.7434
CHLD 61868 986.523438 1773012690.7434
MEM 0.011719 1773012690.8466
CHLD 25412 0.015625 1773012690.8534
CHLD 36952 0.015625 1773012690.8534
CHLD 61868 987.527344 1773012690.8534
MEM 0.011719 1773012690.9542
CHLD 25412 0.015625 1773012690.9593
CHLD 36952 0.015625 1773012690.9593
CHLD 61868 988.523438 1773012690.9593
MEM 0.011719 1773012691.0620
CHLD 25412 0.015625 1773012691.0671
CHLD 36952 0.015625 1773012691.0671
CHLD 61868 989.507812 1773012691.0671
MEM 0.011719 1773012691.1698
CHLD 25412 0.015625 1773012691.1743
CHLD 36952 0.015625 1773012691.1743
CHLD 61868 990.558594 1773012691.1743
MEM 0.011719 1773012691.2776
CHLD 25412 0.015625 1773012691.2846
CHLD 36952 0.015625 1773012691.2846
CHLD 61868 991.484375 1773012691.2846
MEM 0.011719 1773012691.3855
CHLD 25412 0.015625 1773012691.3898
CHLD 36952 0.015625 1773012691.3898
CHLD 61868 992.480469 1773012691.3898
MEM 0.011719 1773012691.4936
CHLD 25412 0.015625 1773012691.4981
CHLD 36952 0.015625 1773012691.4981
CHLD 61868 993.339844 1773012691.4981
MEM 0.011719 1773012691.6016
CHLD 25412 0.015625 1773012691.6062
CHLD 36952 0.015625 1773012691.6062
CHLD 61868 994.402344 1773012691.6062
MEM 0.011719 1773012691.7097
CHLD 25412 0.015625 1773012691.7197
CHLD 36952 0.015625 1773012691.7197
CHLD 61868 995.292969 1773012691.7197
MEM 0.011719 1773012691.8205
CHLD 25412 0.015625 1773012691.8275
CHLD 36952 0.015625 1773012691.8275
CHLD 61868 996.320312 1773012691.8275
MEM 0.011719 1773012691.9282
CHLD 25412 0.015625 1773012691.9320
CHLD 36952 0.015625 1773012691.9320
CHLD 61868 997.320312 1773012691.9320
MEM 0.011719 1773012692.0362
CHLD 25412 0.015625 1773012692.0437
CHLD 36952 0.015625 1773012692.0437
CHLD 61868 998.285156 1773012692.0437
MEM 0.011719 1773012692.1440
CHLD 25412 0.015625 1773012692.1480
CHLD 36952 0.015625 1773012692.1480
CHLD 61868 999.277344 1773012692.1480
MEM 0.011719 1773012692.2535
CHLD 25412 0.015625 1773012692.2574
CHLD 36952 0.015625 1773012692.2574
CHLD 61868 1000.238281 1773012692.2574
MEM 0.011719 1773012692.3615
CHLD 25412 0.015625 1773012692.3647
CHLD 36952 0.015625 1773012692.3647
CHLD 61868 1001.214844 1773012692.3647
MEM 0.011719 1773012692.4691
CHLD 25412 0.015625 1773012692.4742
CHLD 36952 0.015625 1773012692.4742
CHLD 61868 1002.144531 1773012692.4742
MEM 0.011719 1773012692.5764
CHLD 25412 0.015625 1773012692.5834
CHLD 36952 0.015625 1773012692.5834
CHLD 61868 1003.160156 1773012692.5854
MEM 0.011719 1773012692.6855
CHLD 25412 0.015625 1773012692.6925
CHLD 36952 0.015625 1773012692.6925
CHLD 61868 1004.082031 1773012692.6925
MEM 0.011719 1773012692.7934
CHLD 25412 0.015625 1773012692.8001
CHLD 36952 0.015625 1773012692.8001
CHLD 61868 1004.996094 1773012692.8001
MEM 0.011719 1773012692.9024
CHLD 25412 0.015625 1773012692.9075
CHLD 36952 0.015625 1773012692.9075
CHLD 61868 1006.007812 1773012692.9075
MEM 0.011719 1773012693.0103
CHLD 25412 0.015625 1773012693.0145
CHLD 36952 0.015625 1773012693.0145
CHLD 61868 1006.972656 1773012693.0145
MEM 0.011719 1773012693.1186
CHLD 25412 0.015625 1773012693.1227
CHLD 36952 0.015625 1773012693.1227
CHLD 61868 1007.898438 1773012693.1227
MEM 0.011719 1773012693.2268
CHLD 25412 0.015625 1773012693.2347
CHLD 36952 0.015625 1773012693.2347
CHLD 61868 1008.933594 1773012693.2347
MEM 0.011719 1773012693.3358
CHLD 25412 0.015625 1773012693.3430
CHLD 36952 0.015625 1773012693.3430
CHLD 61868 1009.957031 1773012693.3430
MEM 0.011719 1773012693.4449
CHLD 25412 0.015625 1773012693.4499
CHLD 36952 0.015625 1773012693.4499
CHLD 61868 1010.941406 1773012693.4499
MEM 0.011719 1773012693.5528
CHLD 25412 0.015625 1773012693.5623
CHLD 36952 0.015625 1773012693.5623
CHLD 61868 1011.937500 1773012693.5623
MEM 0.011719 1773012693.6629
CHLD 25412 0.015625 1773012693.6718
CHLD 36952 0.015625 1773012693.6718
CHLD 61868 1012.953125 1773012693.6718
MEM 0.011719 1773012693.7721
CHLD 25412 0.015625 1773012693.7761
CHLD 36952 0.015625 1773012693.7761
CHLD 61868 1013.898438 1773012693.7761
MEM 0.011719 1773012693.8804
CHLD 25412 0.015625 1773012693.8874
CHLD 36952 0.015625 1773012693.8874
CHLD 61868 1014.910156 1773012693.8874
MEM 0.011719 1773012693.9894
CHLD 25412 0.015625 1773012693.9948
CHLD 36952 0.015625 1773012693.9948
CHLD 61868 1015.906250 1773012693.9948
MEM 0.011719 1773012694.0971
CHLD 25412 0.015625 1773012694.1004
CHLD 36952 0.015625 1773012694.1004
CHLD 61868 1016.867188 1773012694.1004
MEM 0.011719 1773012694.2050
CHLD 25412 0.015625 1773012694.2143
CHLD 36952 0.015625 1773012694.2152
CHLD 61868 1017.773438 1773012694.2152
MEM 0.011719 1773012694.3157
CHLD 25412 0.015625 1773012694.3227
CHLD 36952 0.015625 1773012694.3227
CHLD 61868 1018.804688 1773012694.3227
MEM 0.011719 1773012694.4237
CHLD 25412 0.015625 1773012694.4320
CHLD 36952 0.015625 1773012694.4320
CHLD 61868 1019.792969 1773012694.4320
MEM 0.011719 1773012694.5335
CHLD 25412 0.015625 1773012694.5405
CHLD 36952 0.015625 1773012694.5405
CHLD 61868 1020.789062 1773012694.5405
MEM 0.011719 1773012694.6413
CHLD 25412 0.015625 1773012694.6477
CHLD 36952 0.015625 1773012694.6477
CHLD 61868 1021.773438 1773012694.6477
MEM 0.011719 1773012694.7490
CHLD 25412 0.015625 1773012694.7534
CHLD 36952 0.015625 1773012694.7534
CHLD 61868 1022.734375 1773012694.7534
MEM 0.011719 1773012694.8568
CHLD 25412 0.015625 1773012694.8622
CHLD 36952 0.015625 1773012694.8622
CHLD 61868 1023.757812 1773012694.8622
MEM 0.011719 1773012694.9643
CHLD 25412 0.015625 1773012694.9703
CHLD 36952 0.015625 1773012694.9703
CHLD 61868 1024.722656 1773012694.9703
MEM 0.011719 1773012695.0728
CHLD 25412 0.015625 1773012695.0796
CHLD 36952 0.015625 1773012695.0796
CHLD 61868 1025.789062 1773012695.0796
MEM 0.011719 1773012695.1807
CHLD 25412 0.015625 1773012695.1878
CHLD 36952 0.015625 1773012695.1878
CHLD 61868 1026.671875 1773012695.1878
MEM 0.011719 1773012695.2887
CHLD 25412 0.015625 1773012695.2914
CHLD 36952 0.015625 1773012695.2914
CHLD 61868 1027.679688 1773012695.2914
MEM 0.011719 1773012695.3969
CHLD 25412 0.015625 1773012695.4040
CHLD 36952 0.015625 1773012695.4040
CHLD 61868 1028.671875 1773012695.4040
MEM 0.011719 1773012695.5051
CHLD 25412 0.015625 1773012695.5121
CHLD 36952 0.015625 1773012695.5121
CHLD 61868 1029.617188 1773012695.5121
MEM 0.011719 1773012695.6129
CHLD 25412 0.015625 1773012695.6184
CHLD 36952 0.015625 1773012695.6184
CHLD 61868 1030.609375 1773012695.6184
MEM 0.011719 1773012695.7210
CHLD 25412 0.015625 1773012695.7242
CHLD 36952 0.015625 1773012695.7242
CHLD 61868 1031.617188 1773012695.7242
MEM 0.011719 1773012695.8292
CHLD 25412 0.015625 1773012695.8372
CHLD 36952 0.015625 1773012695.8372
CHLD 61868 1032.683594 1773012695.8372
MEM 0.011719 1773012695.9380
CHLD 25412 0.015625 1773012695.9449
CHLD 36952 0.015625 1773012695.9449
CHLD 61868 1033.640625 1773012695.9449
MEM 0.011719 1773012696.0458
CHLD 25412 0.015625 1773012696.0496
CHLD 36952 0.015625 1773012696.0496
CHLD 61868 1034.613281 1773012696.0496
MEM 0.011719 1773012696.1541
CHLD 25412 0.015625 1773012696.1581
CHLD 36952 0.015625 1773012696.1581
CHLD 61868 1035.597656 1773012696.1581
MEM 0.011719 1773012696.2620
CHLD 25412 0.015625 1773012696.2687
CHLD 36952 0.015625 1773012696.2687
CHLD 61868 1036.589844 1773012696.2687
MEM 0.011719 1773012696.3690
CHLD 25412 0.015625 1773012696.3723
CHLD 36952 0.015625 1773012696.3723
CHLD 61868 1037.550781 1773012696.3723
MEM 0.011719 1773012696.4769
CHLD 25412 0.015625 1773012696.4824
CHLD 36952 0.015625 1773012696.4824
CHLD 61868 1038.589844 1773012696.4824
MEM 0.011719 1773012696.5847
CHLD 25412 0.015625 1773012696.5918
CHLD 36952 0.015625 1773012696.5918
CHLD 61868 1039.550781 1773012696.5918
MEM 0.011719 1773012696.6924
CHLD 25412 0.015625 1773012696.6994
CHLD 36952 0.015625 1773012696.6994
CHLD 61868 1040.562500 1773012696.6994
MEM 0.011719 1773012696.8006
CHLD 25412 0.015625 1773012696.8075
CHLD 36952 0.015625 1773012696.8075
CHLD 61868 1041.507812 1773012696.8075
MEM 0.011719 1773012696.9084
CHLD 25412 0.015625 1773012696.9154
CHLD 36952 0.015625 1773012696.9154
CHLD 61868 1042.527344 1773012696.9154
MEM 0.011719 1773012697.0164
CHLD 25412 0.015625 1773012697.0234
CHLD 36952 0.015625 1773012697.0234
CHLD 61868 1043.511719 1773012697.0234
MEM 0.011719 1773012697.1240
CHLD 25412 0.015625 1773012697.1273
CHLD 36952 0.015625 1773012697.1273
CHLD 61868 1044.492188 1773012697.1273
MEM 0.011719 1773012697.2316
CHLD 25412 0.015625 1773012697.2370
CHLD 36952 0.015625 1773012697.2370
CHLD 61868 1045.503906 1773012697.2370
MEM 0.011719 1773012697.3407
CHLD 25412 0.015625 1773012697.3467
CHLD 36952 0.015625 1773012697.3467
CHLD 61868 1046.492188 1773012697.3467
MEM 0.011719 1773012697.4494
CHLD 25412 0.015625 1773012697.4567
CHLD 36952 0.015625 1773012697.4567
CHLD 61868 1047.476562 1773012697.4567
MEM 0.011719 1773012697.5574
CHLD 25412 0.015625 1773012697.5612
CHLD 36952 0.015625 1773012697.5612
CHLD 61868 1048.406250 1773012697.5612
MEM 0.011719 1773012697.6649
CHLD 25412 0.015625 1773012697.6720
CHLD 36952 0.015625 1773012697.6720
CHLD 61868 1049.398438 1773012697.6720
MEM 0.011719 1773012697.7724
CHLD 25412 0.015625 1773012697.7751
CHLD 36952 0.015625 1773012697.7751
CHLD 61868 1050.390625 1773012697.7751
MEM 0.011719 1773012697.8800
CHLD 25412 0.015625 1773012697.8838
CHLD 36952 0.015625 1773012697.8838
CHLD 61868 1051.375000 1773012697.8838
MEM 0.011719 1773012697.9877
CHLD 25412 0.015625 1773012697.9947
CHLD 36952 0.015625 1773012697.9947
CHLD 61868 1052.304688 1773012697.9947
MEM 0.011719 1773012698.0949
CHLD 25412 0.015625 1773012698.1017
CHLD 36952 0.015625 1773012698.1017
CHLD 61868 1053.296875 1773012698.1017
MEM 0.011719 1773012698.2024
CHLD 25412 0.015625 1773012698.2091
CHLD 36952 0.015625 1773012698.2091
CHLD 61868 1054.304688 1773012698.2091
MEM 0.011719 1773012698.3096
CHLD 25412 0.015625 1773012698.3131
CHLD 36952 0.015625 1773012698.3131
CHLD 61868 1055.316406 1773012698.3131
MEM 0.011719 1773012698.4182
CHLD 25412 0.015625 1773012698.4252
CHLD 36952 0.015625 1773012698.4252
CHLD 61868 1056.277344 1773012698.4252
MEM 0.011719 1773012698.5266
CHLD 25412 0.015625 1773012698.5354
CHLD 36952 0.015625 1773012698.5354
CHLD 61868 1057.296875 1773012698.5354
MEM 0.011719 1773012698.6356
CHLD 25412 0.015625 1773012698.6403
CHLD 36952 0.015625 1773012698.6403
CHLD 61868 1058.289062 1773012698.6403
MEM 0.011719 1773012698.7431
CHLD 25412 0.015625 1773012698.7511
CHLD 36952 0.015625 1773012698.7511
CHLD 61868 1059.273438 1773012698.7511
MEM 0.011719 1773012698.8533
CHLD 25412 0.015625 1773012698.8570
CHLD 36952 0.015625 1773012698.8570
CHLD 61868 1060.289062 1773012698.8570
MEM 0.011719 1773012698.9611
CHLD 25412 0.015625 1773012698.9678
CHLD 36952 0.015625 1773012698.9678
CHLD 61868 1061.296875 1773012698.9678
MEM 0.011719 1773012699.0692
CHLD 25412 0.015625 1773012699.0719
CHLD 36952 0.015625 1773012699.0719
CHLD 61868 1062.261719 1773012699.0719
MEM 0.011719 1773012699.1768
CHLD 25412 0.015625 1773012699.1816
CHLD 36952 0.015625 1773012699.1816
CHLD 61868 1063.296875 1773012699.1816
MEM 0.011719 1773012699.2858
CHLD 25412 0.015625 1773012699.2913
CHLD 36952 0.015625 1773012699.2913
CHLD 61868 1064.246094 1773012699.2913
MEM 0.011719 1773012699.3938
CHLD 25412 0.015625 1773012699.4010
CHLD 36952 0.015625 1773012699.4010
CHLD 61868 1065.191406 1773012699.4010
MEM 0.011719 1773012699.5021
CHLD 25412 0.015625 1773012699.5090
CHLD 36952 0.015625 1773012699.5090
CHLD 61868 1066.179688 1773012699.5090
MEM 0.011719 1773012699.6100
CHLD 25412 0.015625 1773012699.6125
CHLD 36952 0.015625 1773012699.6125
CHLD 61868 1067.109375 1773012699.6125
MEM 0.011719 1773012699.7180
CHLD 25412 0.015625 1773012699.7247
CHLD 36952 0.015625 1773012699.7247
CHLD 61868 1068.144531 1773012699.7247
MEM 0.011719 1773012699.8257
CHLD 25412 0.015625 1773012699.8277
CHLD 36952 0.015625 1773012699.8277
CHLD 61868 1069.101562 1773012699.8277
MEM 0.011719 1773012699.9322
CHLD 25412 0.015625 1773012699.9374
CHLD 36952 0.015625 1773012699.9374
CHLD 61868 1070.082031 1773012699.9374
MEM 0.011719 1773012700.0404
CHLD 25412 0.015625 1773012700.0469
CHLD 36952 0.015625 1773012700.0469
CHLD 61868 1071.019531 1773012700.0469
MEM 0.011719 1773012700.1484
CHLD 25412 0.015625 1773012700.1545
CHLD 36952 0.015625 1773012700.1545
CHLD 61868 1072.007812 1773012700.1545
MEM 0.011719 1773012700.2565
CHLD 25412 0.015625 1773012700.2625
CHLD 36952 0.015625 1773012700.2625
CHLD 61868 1073.039062 1773012700.2625
MEM 0.011719 1773012700.3643
CHLD 25412 0.015625 1773012700.3713
CHLD 36952 0.015625 1773012700.3713
CHLD 61868 1074.023438 1773012700.3713
MEM 0.011719 1773012700.4724
CHLD 25412 0.015625 1773012700.4781
CHLD 36952 0.015625 1773012700.4801
CHLD 61868 1075.058594 1773012700.4801
MEM 0.011719 1773012700.5802
CHLD 25412 0.015625 1773012700.5902
CHLD 36952 0.015625 1773012700.5902
CHLD 61868 1076.015625 1773012700.5902
MEM 0.011719 1773012700.6916
CHLD 25412 0.015625 1773012700.6966
CHLD 36952 0.015625 1773012700.6966
CHLD 61868 1077.000000 1773012700.6966
MEM 0.011719 1773012700.7996
CHLD 25412 0.015625 1773012700.8050
CHLD 36952 0.015625 1773012700.8050
CHLD 61868 1077.976562 1773012700.8050
MEM 0.011719 1773012700.9076
CHLD 25412 0.015625 1773012700.9131
CHLD 36952 0.015625 1773012700.9131
CHLD 61868 1078.937500 1773012700.9131
MEM 0.011719 1773012701.0147
CHLD 25412 0.015625 1773012701.0185
CHLD 36952 0.015625 1773012701.0185
CHLD 61868 1079.917969 1773012701.0185
MEM 0.011719 1773012701.1221
CHLD 25412 0.015625 1773012701.1272
CHLD 36952 0.015625 1773012701.1272
CHLD 61868 1080.949219 1773012701.1272
MEM 0.011719 1773012701.2301
CHLD 25412 0.015625 1773012701.2353
CHLD 36952 0.015625 1773012701.2353
CHLD 61868 1081.957031 1773012701.2353
MEM 0.011719 1773012701.3402
CHLD 25412 0.015625 1773012701.3440
CHLD 36952 0.015625 1773012701.3440
CHLD 61868 1082.902344 1773012701.3440
MEM 0.011719 1773012701.4479
CHLD 25412 0.015625 1773012701.4543
CHLD 36952 0.015625 1773012701.4543
CHLD 61868 1083.890625 1773012701.4543
MEM 0.011719 1773012701.5568
CHLD 25412 0.015625 1773012701.5636
CHLD 36952 0.015625 1773012701.5636
CHLD 61868 1084.906250 1773012701.5636
MEM 0.011719 1773012701.6643
CHLD 25412 0.015625 1773012701.6726
CHLD 36952 0.015625 1773012701.6726
CHLD 61868 1085.855469 1773012701.6726
MEM 0.011719 1773012701.7734
CHLD 25412 0.015625 1773012701.7799
CHLD 36952 0.015625 1773012701.7799
CHLD 61868 1086.816406 1773012701.7799
MEM 0.011719 1773012701.8811
CHLD 25412 0.015625 1773012701.8886
CHLD 36952 0.015625 1773012701.8886
CHLD 61868 1087.847656 1773012701.8886
MEM 0.011719 1773012701.9889
CHLD 25412 0.015625 1773012701.9959
CHLD 36952 0.015625 1773012701.9959
CHLD 61868 1088.808594 1773012701.9959
MEM 0.011719 1773012702.0970
CHLD 25412 0.015625 1773012702.1020
CHLD 36952 0.015625 1773012702.1020
CHLD 61868 1089.765625 1773012702.1020
MEM 0.011719 1773012702.2051
CHLD 25412 0.015625 1773012702.2106
CHLD 36952 0.015625 1773012702.2106
CHLD 61868 1090.714844 1773012702.2106
MEM 0.011719 1773012702.3131
CHLD 25412 0.015625 1773012702.3184
CHLD 36952 0.015625 1773012702.3184
CHLD 61868 1091.773438 1773012702.3184
MEM 0.011719 1773012702.4210
CHLD 25412 0.015625 1773012702.4271
CHLD 36952 0.015625 1773012702.4271
CHLD 61868 1092.687500 1773012702.4271
MEM 0.011719 1773012702.5284
CHLD 25412 0.015625 1773012702.5325
CHLD 36952 0.015625 1773012702.5325
CHLD 61868 1093.644531 1773012702.5325
MEM 0.011719 1773012702.6369
CHLD 25412 0.015625 1773012702.6408
CHLD 36952 0.015625 1773012702.6408
CHLD 61868 1094.601562 1773012702.6408
MEM 0.011719 1773012702.7447
CHLD 25412 0.015625 1773012702.7517
CHLD 36952 0.015625 1773012702.7517
CHLD 61868 1095.531250 1773012702.7517
MEM 0.011719 1773012702.8532
CHLD 25412 0.015625 1773012702.8576
CHLD 36952 0.015625 1773012702.8576
CHLD 61868 1096.531250 1773012702.8576
MEM 0.011719 1773012702.9612
CHLD 25412 0.015625 1773012702.9652
CHLD 36952 0.015625 1773012702.9652
CHLD 61868 1097.585938 1773012702.9652
MEM 0.011719 1773012703.0694
CHLD 25412 0.015625 1773012703.0744
CHLD 36952 0.015625 1773012703.0744
CHLD 61868 1098.535156 1773012703.0744
MEM 0.011719 1773012703.1776
CHLD 25412 0.015625 1773012703.1846
CHLD 36952 0.015625 1773012703.1846
CHLD 61868 1099.496094 1773012703.1846
MEM 0.011719 1773012703.2857
CHLD 25412 0.015625 1773012703.2947
CHLD 36952 0.015625 1773012703.2947
CHLD 61868 1100.554688 1773012703.2947
MEM 0.011719 1773012703.3956
CHLD 25412 0.015625 1773012703.4010
CHLD 36952 0.015625 1773012703.4010
CHLD 61868 1101.523438 1773012703.4010
MEM 0.011719 1773012703.5038
CHLD 25412 0.015625 1773012703.5092
CHLD 36952 0.015625 1773012703.5092
CHLD 61868 1102.535156 1773012703.5092
MEM 0.011719 1773012703.6117
CHLD 25412 0.015625 1773012703.6167
CHLD 36952 0.015625 1773012703.6167
CHLD 61868 1103.496094 1773012703.6167
MEM 0.011719 1773012703.7200
CHLD 25412 0.015625 1773012703.7253
CHLD 36952 0.015625 1773012703.7253
CHLD 61868 1104.476562 1773012703.7253
MEM 0.011719 1773012703.8279
CHLD 25412 0.015625 1773012703.8349
CHLD 36952 0.015625 1773012703.8349
CHLD 61868 1105.437500 1773012703.8349
MEM 0.011719 1773012703.9372
CHLD 25412 0.015625 1773012703.9441
CHLD 36952 0.015625 1773012703.9441
CHLD 61868 1106.410156 1773012703.9441
MEM 0.011719 1773012704.0452
CHLD 25412 0.015625 1773012704.0543
CHLD 36952 0.015625 1773012704.0543
CHLD 61868 1107.410156 1773012704.0543
MEM 0.011719 1773012704.1547
CHLD 25412 0.015625 1773012704.1574
CHLD 36952 0.015625 1773012704.1574
CHLD 61868 1108.304688 1773012704.1574
MEM 0.011719 1773012704.2616
CHLD 25412 0.015625 1773012704.2670
CHLD 36952 0.015625 1773012704.2670
CHLD 61868 1109.253906 1773012704.2670
MEM 0.011719 1773012704.3695
CHLD 25412 0.015625 1773012704.3767
CHLD 36952 0.015625 1773012704.3767
CHLD 61868 1110.144531 1773012704.3767
MEM 0.011719 1773012704.4777
CHLD 25412 0.015625 1773012704.4847
CHLD 36952 0.015625 1773012704.4847
CHLD 61868 1111.152344 1773012704.4847
MEM 0.011719 1773012704.5854
CHLD 25412 0.015625 1773012704.5924
CHLD 36952 0.015625 1773012704.5924
CHLD 61868 1112.171875 1773012704.5924
MEM 0.011719 1773012704.6934
CHLD 25412 0.015625 1773012704.7042
CHLD 36952 0.015625 1773012704.7042
CHLD 61868 1113.183594 1773012704.7042
MEM 0.011719 1773012704.8063
CHLD 25412 0.015625 1773012704.8102
CHLD 36952 0.015625 1773012704.8102
CHLD 61868 1114.191406 1773012704.8102
MEM 0.011719 1773012704.9142
CHLD 25412 0.015625 1773012704.9194
CHLD 36952 0.015625 1773012704.9194
CHLD 61868 1115.207031 1773012704.9194
MEM 0.011719 1773012705.0235
CHLD 25412 0.015625 1773012705.0289
CHLD 36952 0.015625 1773012705.0289
CHLD 61868 1116.230469 1773012705.0289
MEM 0.011719 1773012705.1314
CHLD 25412 0.015625 1773012705.1379
CHLD 36952 0.015625 1773012705.1379
CHLD 61868 1117.222656 1773012705.1379
MEM 0.011719 1773012705.2404
CHLD 25412 0.015625 1773012705.2435
CHLD 36952 0.015625 1773012705.2435
CHLD 61868 1118.171875 1773012705.2435
MEM 0.011719 1773012705.3483
CHLD 25412 0.015625 1773012705.3526
